scenario,episode,original_mc_run,phase,phase_legacy,type,location,severity,action,recovery_plan,plan_length,plan_actions,applied,rejected_plan,rejected_reward,att_disrupted,att_recovered,improvement_att,CEF_disrupted,CEF_recovered,improvement_CEF,CEF2_disrupted,CEF2_recovered,improvement_CEF2,exposure_disrupted,exposure_recovered,improvement_exposure,dun_disrupted,dun_recovered,improvement_dun,cost_disrupted,cost_recovered,improvement_cost,energy_disrupted,energy_recovered,improvement_energy,reward,changed_routes,short_turn_routes_count,selected_routes_count,critical_routes_count,donor_routes_count,transfer_hubs_count,repaired_routes_count,failed_routes_count,inserted_existing_nodes_count,frequency_increase,frequency_increase_critical,frequency_reduction_donor,old_headway_min,new_headway_min,coverage_floor_percent,coverage_gap_before,coverage_gap_after,coverage_floor_reached,applied_for_coverage,att_delta_min,demand_share,critical_demand_share,donor_demand_share,assumed_affected_transfer_share,additional_vkm,additional_vh,additional_cost,additional_energy
S1_service,72,72,calibration,train,combined_disruption,peripheral_area + peripheral,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.14228502286429,16.428724148292464,0.041625773554697175,1.0307588147572557,1.0726115433150247,0.04060380368187814,1.0171176118208831,1.0529621625098715,0.0352413037316482,64.41301950802729,60.54345993619522,0.0600741837812748,12.880477553178444,12.880477553178444,0.0,30545.668599557517,32262.7787160913,-0.05621452059355663,,,,0.08569424298317506,,,,,,35.0,,,,,,,,,12.880477553178437,7.105427357601002e-15,7.105427357601002e-15,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,73,73,calibration,train,area_closure,central_area,mild,greedy:redundancy_restoration,greedy:redundancy_restoration,1,"[""redundancy_restoration""]",True,,,17.470145818587937,18.032346709299986,-0.032180663890846097,1.0210434022825554,1.3897517857420254,0.3611094128175333,1.0060261702693964,1.3606756297120775,0.3525250832666828,52.380405455332,41.92390771762609,0.19962613207762986,17.000012195655625,0.0,1.0,31127.217771376203,36940.153118919545,-0.18674766855933939,,,,0.5761140871543937,2.0,,,,,,15.0,0.0,11.0,,,,,,0.0,17.000012195655625,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,74,74,calibration,train,combined_disruption,peripheral + peripheral_area,moderate,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.97358278455675,17.329947435077763,0.03581007510823116,1.2015745971698149,1.236187592291697,0.028806363918985504,1.1855679711381009,1.2153371482343576,0.025109633374862016,66.56365475013908,63.393041502345255,0.04763279990702733,0.1390297661490582,0.1390297661490582,0.0,31091.043529155904,32808.15364568969,-0.05522844914882149,,,,0.07058087660873394,,,,,,32.0,,,,,,,,,0.1390297661490581,1.1102230246251565e-16,1.1102230246251565e-16,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,75,75,calibration,train,link_failure,any_road,severe,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,16.548351911233073,18.762667473589904,-0.1338088272617496,0.8931822379609061,1.2691859040578908,0.4209708278070819,0.8900512944742798,1.2490327935085364,0.4033267534836783,40.8260691464978,50.95651961814686,-0.2481368077660761,27.076084391067326,0.0,1.0,31413.623441054908,35515.488146460295,-0.13057598124909725,,,,0.49297775777379005,,,,,,,,,,,,,,,0.0,27.076084391067326,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,76,76,calibration,train,area_closure,peripheral_area,severe,greedy:continuity_repair,greedy:continuity_repair,1,"[""continuity_repair""]",True,,,17.92962418135582,18.565261880682083,-0.03545181387500768,0.6456376917138755,1.351641499043757,1.093498437886675,0.6456376917138755,1.3155967622428255,1.0376703205640183,52.68781128442683,40.911547239452666,0.22351021532099447,36.86620175192585,5.604611178147438,0.847974271505888,26879.255161981368,38003.64030328252,-0.4138650819847023,,,,1.1202172424252859,12.0,,,,,,15.0,0.0,25.0,,,,,,5.179356898887266,31.686844853038583,0.4252542792601721,False,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,77,77,calibration,train,link_failure,any_road,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.457126156700227,16.772651928034747,0.03920887221192309,1.1307350722247824,1.172587800782551,0.03701373521157441,1.116672629689895,1.1525171803788827,0.03209942622032558,64.46736191468928,60.5978023428572,0.06002354457985623,5.304364107755074,5.304364107755074,0.0,31696.385814671623,33413.495931205405,-0.054173688021520935,,,,0.08405884132374754,,,,,,34.0,,,,,,,,,5.304364107755071,2.6645352591003757e-15,2.6645352591003757e-15,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,78,78,calibration,train,combined_disruption,any_road + peripheral_area,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.891242908640876,17.238251517044638,0.03649782158403679,1.204402274955368,1.2420226997461263,0.031235763642303356,1.188806649266686,1.221099573812223,0.02716415202207765,66.9819610039053,63.521001166630036,0.05167002854803661,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.07575190653955317,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,79,79,calibration,train,node_removal,central,mild,greedy:redundancy_restoration+redundant_overlay_line,greedy:redundancy_restoration+redundant_overlay_line,2,"[""redundancy_restoration"", ""redundant_overlay_line""]",True,,,17.955835608173217,17.473006597026778,0.026889810181079114,1.164875045134436,1.3108523641962537,0.12531586084838026,1.1498578131212769,1.2902112526952154,0.12206156097939676,65.29345975684737,46.95650957466576,0.28083900363785824,3.1086941394135614,0.0,1.0,31762.485314953337,34919.424503979746,-0.09939207079428906,,,,0.26770557522064053,,,,,,,,,,,,,,,0.0,3.1086941394135614,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,80,80,calibration,train,combined_disruption,central_area + any_road,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.66413813118502,16.981599042044824,0.03863981837501669,1.189955431441271,1.2366766397060975,0.039262990050171795,1.1756035339662247,1.2155335711321589,0.03396556408028059,69.33462547524401,64.99504777014255,0.06258889660622616,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.09146942043528666,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,81,81,calibration,train,area_closure,central_area,mild,greedy:redundancy_restoration,greedy:redundancy_restoration,1,"[""redundancy_restoration""]",True,,,16.277980874503218,18.310394857512712,-0.12485663908064525,0.6706961119703416,1.3724200145882457,1.0462620702487904,0.6675651684837154,1.3315304946871205,0.9946075043302711,26.782606699432336,48.84781902220974,-0.8238635085226818,46.6412805725358,0.0,1.0,27349.676301796488,38177.85336652576,-0.3959160958705025,,,,1.0330417796933915,9.0,,,,,,15.0,0.0,26.0,,,,,,0.0,46.6412805725358,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,82,82,calibration,train,node_removal,central,severe,greedy:redundancy_restoration,greedy:redundancy_restoration,1,"[""redundancy_restoration""]",True,,,14.947457028264294,17.541530603400574,-0.17354614702896423,0.8908612376469444,1.3747050729944639,0.5431191917447314,0.8758440056337856,1.3481090928856003,0.5392114168893241,42.684780323959664,46.5760768584565,-0.09116356005497796,29.44562853898197,0.0,1.0,30235.424001942716,38481.639760710445,-0.27273359084489385,,,,0.6574529821695829,5.0,,,,,,15.0,0.0,17.0,,,,,,0.0,29.44562853898197,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,83,83,calibration,train,demand_surge,peripheral_area,moderate,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.96629157314435,17.323064464205075,0.03580188523160549,1.209176354673857,1.2437893497957393,0.028625266271616972,1.193169728642143,1.2229389057383993,0.02494965836095618,66.20450344190813,63.033890194114306,0.04789120200223106,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.07055792321430521,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,84,84,calibration,train,combined_disruption,any_road + peripheral,mild,greedy:redundancy_restoration+redundant_overlay_line,greedy:redundancy_restoration+redundant_overlay_line,2,"[""redundancy_restoration"", ""redundant_overlay_line""]",True,,,18.49010403286308,17.495674293865783,0.053781727632784763,1.030091547807499,1.2885833655980021,0.25094062594794675,1.03005071532529,1.2721339687505395,0.23502071288674325,74.23910945887883,53.99999569565096,0.2726206430916086,4.4239166850199325,0.0,1.0,29016.27401062633,37372.070401689896,-0.2879693094986458,,,,0.47643114783168466,,,,,,,,,,,,,,,0.0,4.4239166850199325,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,85,85,calibration,train,link_failure,any_road,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.78562822086469,17.11889572313423,0.037487149143728485,1.1976837951233477,1.2395365236811162,0.03494472307981608,1.1826665631101887,1.2185111137991766,0.030308247317590162,68.07606358671367,64.2065040148816,0.05684170570325526,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.08306130945618034,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,86,86,calibration,train,combined_disruption,central_area + peripheral,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.614712695629734,16.924178922185973,0.0392021025477801,1.1878829138391689,1.2346041221039954,0.03933149279319648,1.1663225995300908,1.206252636696025,0.0342358427951425,65.6780535529861,61.33847584788462,0.06607348224168226,2.347692043205967,2.347692043205967,0.0,31334.826465225164,33051.93658175895,-0.05479877536387203,,,,0.09191892293271242,,,,,,36.0,,,,,,,,,2.347692043205966,1.3322676295501878e-15,1.3322676295501878e-15,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,87,87,calibration,train,demand_surge,peripheral_area,severe,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,18.06585444962578,17.435581069770638,0.03488754886255578,1.215509859906349,1.2461330658610317,0.02519371250270411,1.198957982647875,1.2253790447946478,0.022036687297767078,65.17309386617784,62.38766724117859,0.04273890435090682,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.06366735529175427,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,88,88,calibration,train,combined_disruption,any_road + peripheral,mild,greedy:full_structural_recovery,greedy:full_structural_recovery,1,"[""full_structural_recovery""]",True,,,18.62813511137386,17.52574195964131,0.05917893257384954,1.1349896079222772,1.2506557262609672,0.10190940739134123,1.1176049274231608,1.2291992701064292,0.0998513338166549,65.06520730103688,58.02172835396674,0.10825261670929756,5.8478312178653455,2.7391370784517832,0.5315977878972266,31597.49976046275,36330.20089793049,-0.14978087422567726,,,,0.2191903601339147,1.0,,6.0,,,,14.0,1.0,2.0,0.3,,,10.0,7.692307692307692,2.7391370784517814,3.108694139413564,1.7763568394002505e-15,True,False,-0.5998197444317185,0.5198437785074892,,,,2659.6957248217177,102.67311312,3975.872616017374,3191.6348697860612
S1_service,89,89,calibration,train,link_failure,any_road,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.78562822086469,17.11889572313423,0.037487149143728485,1.1976837951233477,1.2395365236811162,0.03494472307981608,1.1826665631101887,1.2185111137991766,0.030308247317590162,68.07606358671367,64.2065040148816,0.05684170570325526,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.08306130945618034,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,90,90,calibration,train,combined_disruption,central_area + any_road,severe,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,15.120721839950273,20.61307530072846,-0.3632335492256004,0.6490300407906776,1.211719761357381,0.8669702251088552,0.6349675982557905,1.1823371457824987,0.8620432743817042,25.858678177452543,43.206503297490066,-0.6708705294597752,50.81522936082565,8.250016679352544,0.8376467688304359,26762.612953551692,38044.163475776004,-0.4215414444697234,,,,0.6238330099708613,,,,,,,,,,,,,,,6.793489528594867,44.02173983223078,1.4565271507576778,False,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,91,91,calibration,train,node_removal,peripheral,moderate,greedy:redundancy_restoration,greedy:redundancy_restoration,1,"[""redundancy_restoration""]",True,,,17.829713261531083,18.07358648050464,-0.013677910317252975,1.0660281585017937,1.2271555773848968,0.1511474322681618,1.043468337208546,1.205994537393789,0.1557557564420479,52.71735707229659,41.61953284899841,0.21051556526399123,14.96741249079049,9.489145507801993,0.36601296225111035,30817.18044879433,34023.11799094509,-0.10403085212411717,,,,0.2582442245888241,2.0,,,,,,15.0,0.0,4.0,,,,,,9.48914550780199,5.478266982988501,3.552713678800501e-15,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,92,92,calibration,train,link_failure,any_road,moderate,greedy:full_structural_recovery,greedy:full_structural_recovery,1,"[""full_structural_recovery""]",True,,,17.382794529849452,17.130107262202042,0.014536630874483354,1.106608249434177,1.2393845890353352,0.11998495372598982,1.091591017421018,1.2183591791533956,0.1161315545009512,61.097824223298176,64.2065040148816,-0.05088036818172008,8.891278599709173,0.0,1.0,31881.95576787797,38080.31455736327,-0.19441588949603694,,,,0.19991828220516306,1.0,,6.0,,,,15.0,0.0,1.0,0.3,,,10.0,7.692307692307692,0.0,8.891278599709173,0.0,True,False,-0.5751597238195926,0.49847176064364673,,,,2559.118598888963,100.589544,3857.9066711111705,3070.9423186667555
S1_service,93,93,calibration,train,area_closure,peripheral_area,moderate,greedy:redundancy_restoration+redundant_overlay_line,greedy:redundancy_restoration+redundant_overlay_line,2,"[""redundancy_restoration"", ""redundant_overlay_line""]",True,,,17.19957242632543,17.447503198474966,-0.01441493811613912,0.9813434445546512,1.2026051871998191,0.22546820266943338,0.9782800346438736,1.1789199486131174,0.20509456072287466,55.61956441422474,51.532606520084464,0.0734805807485798,16.847803239596573,6.1847971826600725,0.6329018629488594,28832.2014690985,35686.103973186284,-0.23771693297279403,,,,0.3404518671319617,,,,,,,,,,,,,,,6.184797182660071,10.663006056936503,1.7763568394002505e-15,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,94,94,calibration,train,combined_disruption,peripheral + central_area,severe,greedy:budget_neutral_reconfiguration+redundant_overlay_line,greedy:budget_neutral_reconfiguration+redundant_overlay_line,2,"[""budget_neutral_reconfiguration"", ""redundant_overlay_line""]",True,,,16.60561638653476,16.145626759722777,0.02770084627421483,0.8655406580411255,0.9485879012083573,0.09594840218734817,0.8640480871521123,0.938001033243941,0.08558892403266155,70.02291918470364,63.845794849974304,0.08821575002372531,19.0179074228257,18.28363208923325,0.038609680721821,29547.502558342287,35232.92791561056,-0.1924164435231797,,,,0.15773355092869795,,,,,,,,,,,,,,,18.283632089233283,0.7342753335924179,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,95,95,calibration,train,demand_surge,central_area,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.66413813118502,16.981599042044824,0.03863981837501669,1.189955431441271,1.2366766397060975,0.039262990050171795,1.1756035339662247,1.2155335711321589,0.03396556408028059,69.33462547524401,64.99504777014255,0.06258889660622616,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.09146942043528666,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,96,96,calibration,train,link_failure,any_road,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.78562822086469,17.11889572313423,0.037487149143728485,1.1976837951233477,1.2395365236811162,0.03494472307981608,1.1826665631101887,1.2185111137991766,0.030308247317590162,68.07606358671367,64.2065040148816,0.05684170570325526,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.08306130945618034,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,97,97,calibration,train,demand_surge,peripheral_area,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.891242908640876,17.238251517044638,0.03649782158403679,1.204402274955368,1.2420226997461263,0.031235763642303356,1.188806649266686,1.221099573812223,0.02716415202207765,66.9819610039053,63.521001166630036,0.05167002854803661,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.07575190653955317,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,98,98,calibration,train,demand_surge,peripheral_area,moderate,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.96629157314435,17.323064464205075,0.03580188523160549,1.209176354673857,1.2437893497957393,0.028625266271616972,1.193169728642143,1.2229389057383993,0.02494965836095618,66.20450344190813,63.033890194114306,0.04789120200223106,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.07055792321430521,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,99,99,calibration,train,area_closure,peripheral_area,severe,greedy:coverage_restoration+redundant_overlay_line,greedy:coverage_restoration+redundant_overlay_line,2,"[""coverage_restoration"", ""redundant_overlay_line""]",True,,,11.658999907047036,16.327443437915004,-0.4004154359797384,0.5393740382103842,0.8946106869134449,0.6586090978381495,0.5385602941935218,0.885452186143404,0.6441096673666644,42.63790208280376,41.07083075631108,0.036753011990350574,49.78781808702215,26.8038299691806,0.46163879038982486,25121.218874293147,31017.7171784601,-0.23472182355773008,,,,0.327432346452627,,,,,,,,,,,,,,,26.8038299691806,22.98398811784155,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,100,100,calibration,train,node_removal,peripheral,severe,greedy:full_structural_recovery,greedy:full_structural_recovery,1,"[""full_structural_recovery""]",True,,,17.528040194483445,16.61812370989255,0.0519120491791929,1.127119107299471,1.16897183585724,0.03713248075267426,1.1165901441608967,1.1524346948498847,0.03210179749161647,66.74997973368995,62.8804201618579,0.05797094751594385,4.576075423673489,4.576075423673489,0.0,31501.920959605457,36748.15035451555,-0.16653680902943258,,,,0.08391531229734629,3.0,,6.0,,,,15.0,0.0,0.0,0.3,,,10.0,7.692307692307692,4.576075423673487,1.7763568394002505e-15,1.7763568394002505e-15,True,False,-0.5779950098279021,0.500929008517515,,,,2529.541421967072,97.35951239999999,3776.1043607736574,3035.4497063604863
S1_service,101,101,calibration,train,demand_surge,peripheral_area,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.891242908640876,17.238251517044638,0.03649782158403679,1.204402274955368,1.2420226997461263,0.031235763642303356,1.188806649266686,1.221099573812223,0.02716415202207765,66.9819610039053,63.521001166630036,0.05167002854803661,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.07575190653955317,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,102,102,calibration,train,demand_surge,peripheral_area,severe,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,18.06585444962578,17.435581069770638,0.03488754886255578,1.215509859906349,1.2461330658610317,0.02519371250270411,1.198957982647875,1.2253790447946478,0.022036687297767078,65.17309386617784,62.38766724117859,0.04273890435090682,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.06366735529175427,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,103,103,calibration,train,area_closure,central_area,mild,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,14.944294983606888,17.334335831706703,-0.1599299833629867,0.8941220690032664,1.491845761271353,0.668503454941456,0.8791048369901077,1.4225310252944636,0.6181585693066446,43.010863459591846,31.81521573038706,0.26029813932294,29.119545403349782,0.0,1.0,29910.18511344544,38040.75721946162,-0.2718328915444013,,,,0.8241782108693736,,,,,,,,,,,,,,,0.0,29.119545403349782,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,104,104,calibration,train,area_closure,central_area,severe,greedy:continuity_repair,greedy:continuity_repair,1,"[""continuity_repair""]",True,,,15.708968934360291,18.142941493231213,-0.15494158585717765,0.7193515394923177,1.2945214310708935,0.7995671935094515,0.7162041750306556,1.2783530606471207,0.7849003192314588,28.79152684391335,41.77227787247732,-0.4508531658962072,43.072518600906335,0.0,1.0,24925.73088077033,36403.53630114368,-0.46048019515561045,,,,0.8187078795275117,9.0,,,,,,15.0,0.0,47.0,,,,,,0.0,43.072518600906335,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,105,105,calibration,train,demand_surge,peripheral_area,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.891242908640876,17.238251517044638,0.03649782158403679,1.204402274955368,1.2420226997461263,0.031235763642303356,1.188806649266686,1.221099573812223,0.02716415202207765,66.9819610039053,63.521001166630036,0.05167002854803661,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.07575190653955317,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,106,106,held_out,eval,link_failure,any_road,moderate,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,17.93985375359209,17.260312368875763,0.037878869808526866,1.1677941134348042,1.3016328938834758,0.11460819926126778,1.152776881421645,1.2653269983724003,0.09763391230743149,67.23909726322319,59.021707549613026,0.1222114818323819,2.195662794426442,0.0,1.0,31602.389178661935,34698.66171758758,-0.09797590053780683,,,,0.24512173888003277,,,,,,,,,,,,,,,0.0,2.195662794426442,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,107,107,held_out,eval,node_removal,central,mild,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,17.030056141979287,17.391131174388057,-0.021202222083033316,1.08298262354747,1.4306944742998573,0.32106872556588734,1.067965391534311,1.384159580045374,0.29607156843986976,58.0760564127986,44.55433128709363,0.23282788055707407,10.978270928641788,0.0,1.0,31801.867294465912,34746.41089769939,-0.09259027389708903,,,,0.5373757411288953,,,,,,,,,,,,,,,0.0,10.978270928641788,0.0,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,108,108,held_out,eval,link_failure,any_road,moderate,greedy:full_structural_recovery,greedy:full_structural_recovery,1,"[""full_structural_recovery""]",True,,,17.37745973592804,16.994299682686737,0.022049255706178664,1.1268255616695044,1.2743649598238032,0.1309336628250644,1.1118083296563452,1.2533321820743977,0.12729159212343444,63.11955544683093,57.85868678615063,0.08334768240108757,6.869547376176433,0.0,1.0,31976.259535772304,37837.79125256511,-0.18330886107036465,,,,0.2320851957051239,1.0,,6.0,,,,15.0,0.0,1.0,0.3,,,10.0,7.692307692307692,0.0,6.869547376176433,0.0,True,False,-0.5746601245525337,0.4980387746121957,,,,2559.118598888963,100.589544,3857.9066711111705,3070.9423186667555
S1_service,109,109,held_out,eval,demand_surge,central_area,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.66413813118502,16.981599042044824,0.03863981837501669,1.189955431441271,1.2366766397060975,0.039262990050171795,1.1756035339662247,1.2155335711321589,0.03396556408028059,69.33462547524401,64.99504777014255,0.06258889660622616,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.09146942043528666,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,110,110,held_out,eval,link_failure,any_road,severe,greedy:continuity_repair+redundant_overlay_line,greedy:continuity_repair+redundant_overlay_line,2,"[""continuity_repair"", ""redundant_overlay_line""]",True,,,18.08963875422831,18.073219440919477,0.000907663968966548,0.8152307947081585,1.2633249012340346,0.5496530668794076,0.8152307947081585,1.245773873412575,0.5281241600527922,49.989117170837496,47.0326032918227,0.05914315047635118,25.36955347400424,2.260866508505752,0.9108826842056,28626.514739668855,36556.56349866941,-0.2770176122073144,,,,0.7391014251529712,,,,,,,,,,,,,,,2.260866508505751,23.10868696549849,1.3322676295501878e-15,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,111,111,held_out,eval,node_removal,peripheral,severe,greedy:redundancy_restoration+redundant_overlay_line,greedy:redundancy_restoration+redundant_overlay_line,2,"[""redundancy_restoration"", ""redundant_overlay_line""]",True,,,17.152955999034553,17.808715984012622,-0.03823014441446581,0.966799009214831,1.2013137201778574,0.24256821606952567,0.9663826163908972,1.1854456776867173,0.2266835698203517,61.75285698877671,61.78550849438548,-0.0005287448581480671,12.48772065544736,3.1137636946443257,0.7506539599533685,30007.740108490947,37311.78137570355,-0.24340524280753348,,,,0.3441647325854281,,,,,,,,,,,,,,,3.113763694644325,9.373956960803035,8.881784197001252e-16,True,False,0.0,,,,,0.0,0.0,0.0,0.0
S1_service,112,112,held_out,eval,link_failure,any_road,mild,greedy:corridor_relief,greedy:corridor_relief,1,"[""corridor_relief""]",True,,,17.78562822086469,17.11889572313423,0.037487149143728485,1.1976837951233477,1.2395365236811162,0.03494472307981608,1.1826665631101887,1.2185111137991766,0.030308247317590162,68.07606358671367,64.2065040148816,0.05684170570325526,0.0,0.0,,32101.844943896358,33818.95506043014,-0.053489452694533146,,,,0.08306130945618034,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,True,False,-0.35,,,,0.35,0.0,0.0,0.0,0.0
S1_service,113,113,held_out,eval,link_failure,any_road,mild,greedy:full_structural_recovery,greedy:full_structural_recovery,1,"[""full_structural_recovery""]",True,,,18.21184935935704,17.222637790833588,0.05431692020970984,1.1160049161404932,1.2153474817559013,0.08901624372674531,1.1133773478944688,1.2014789214421322,0.07913002156391458,77.07607004323725,68.63042069990156,0.10957550558296426,0.0,0.0,,31905.336691759818,38253.16430362681,-0.19895817659578063,,,,0.18067822188935662,2.0,,6.0,,,,15.0,0.0,2.0,0.3,,,10.0,7.692307692307692,0.0,0.0,0.0,True,False,-0.5758977131587653,0.49911135140426305,,,,2609.0188422520855,105.76024991999999,3990.899572361668,3130.8226107025025
S1_service,114,114,held_out,eval,combined_disruption,any_road + peripheral_area,moderate,greedy:full_structural_recovery,greedy:full_structural_recovery,1,"[""full_structural_recovery""]",True,,,17.676594277316447,17.2853958298338,0.022130872120805212,1.119656846358321,1.292550862061503,0.15441696825730045,1.103650220326607,1.2682659991340224,0.14915575222619,59.82080539949137,53.966167792304084,0.09786958848329155,8.59655917514001,0.0,1.0,31850.208122640848,38518.194463335996,-0.20935456104461633,,,,0.2732952695787437,2.0,,6.0,,,,15.0,0.0,3.0,0.3,,,10.0,7.692307692307692,0.0,8.59655917514001,0.0,True,False,-0.573537872841786,0.49706615646288105,,,,2675.7595188421037,104.12862120000001,4014.9227966736835,3210.9114226105244
